movieId,Movie,Year,Certificate,Genre,Overview,Runtime,moviePoster
263,Rowdy,2014,,"Action, Crime, Drama            ","    Anna rules over his people in Rayalaseema and they revere him as God. When an upcoming project threatens the well- being of his people, Anna opposes it. In the bargain, he earns some dangerous enemies.",109,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Rowdy_2014_poster.jpg/330px-Rowdy_2014_poster.jpg
264,Devadas,2018,UA,"Action, Comedy, Drama            ",    A staid doctor's monotonous routine is shaken up when a gangster who is on the run decides to hide from the police in his clinic.,159,https://upload.wikimedia.org/wikipedia/en/5/59/Devadas_%282018%29_poster.jpg
265,Soggade Chinni Nayana,2016,UA,"Comedy, Drama            ","    To keep her late husband's son and his wife from seeking a divorce, a widow enlists the help of her husband's spirit.",145,https://upload.wikimedia.org/wikipedia/en/5/5c/Soggade_Chinni_Nayana_poster.jpg
266,Dhenikaina Ready,2012,U,"Action, Comedy            ",    A muslim man enter's his uncle's house in disguise to reunite his mother with her brother.,125,https://upload.wikimedia.org/wikipedia/en/b/b9/Denikaina_Ready_poster.jpg
267,Political Rowdy,2005,A,Action            ,"    Vithal is a rowdy who commands respect from state heads like CM. He hates women and remains a bachelor even at the age of 45. Kaveri, a naughty college student, grabs the attention of ...                See full summaryÂ Â»",155,https://upload.wikimedia.org/wikipedia/en/9/9e/Political_Rowdy.jpg
268,Anukshanam,2014,A,"Crime, Thriller            ","    Based on real-life events, this crime thriller traces the terrible trail left by a serial rapist and killer, highlighting the ensuing media coverage, public panic and one police officer's personal crusade to capture the psychopath.",82,https://upload.wikimedia.org/wikipedia/en/e/ea/Anukshanam_Movie_First_Look_Poster.jpg
269,Stalin,2006,UA,"Action, Drama            ",    The story is about how an ex-army officer brings change in society by making people to help each other.,168,https://upload.wikimedia.org/wikipedia/en/9/96/Stalin_2006_Poster.jpg
270,Godavari,2006,U,"Drama, Romance            ","    While on a cruise on the river Godavari, a romance ensues between a heartbroken idealist Ram and an independent woman, Sita",160,https://upload.wikimedia.org/wikipedia/en/e/e7/Godavari_2006_poster.jpg
271,Suryam,2004,U,"Action, Romance            ",    A man sets out to fulfil his mother's last wish after serving his term in a juvenile detention center for a murder he did not commit.,150,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSNKdeLSoy0ADDHMbc9Gxq-WH-3HUrFpszwGEfrLijs6X9UMYxm6rvAwqB-dQ7KiutictunXgbfxq7rmtYZkf5dR6DwSdD8y9T5VVMZ8A
272,Balu,2005,U,"Action, Crime            ",    Balu is about a youngster who is ready to sacrifice everything he had for the sake of good.,169,https://upload.wikimedia.org/wikipedia/en/3/3f/Balu2.jpg
273,Savyasachi,2018,UA,Action            ,"    A twin brother of the protagonist is absorbed due to Vanishing Twin Syndrome and controls his left hand. When his life is threatened, the twin brother that never existed protects him like a shield.",151,https://upload.wikimedia.org/wikipedia/en/8/83/Savyasachi_2018_poster.jpg
274,Nene Raju Nene Mantri,2017,UA,"Action, Thriller            ",    Radha jogendhra journey to the Chief Minister position and what inspired him to go after political power.,153,https://upload.wikimedia.org/wikipedia/en/f/f3/Nene_raju_Nene_mantri.jpg
275,Varsham,2004,UA,"Action, Comedy, Romance            ",    Venkat and Sailaja are youngsters at Warangal who fall in love. Bhadranna is the most dreaded and ruthless landlord in Nizam area. Bhadranna also likes Sailaja and wants to marry her. Ranga...                See full summaryÂ Â»,159,https://upload.wikimedia.org/wikipedia/en/9/90/Varsham_2004_poster.jpg
276,Kaashmora,2016,UA,"Action, Comedy, Fantasy            ",    Kaashmora uses black magic to conjure an ancient warlord and his queen. Hilarity and horror ensue.,163,https://upload.wikimedia.org/wikipedia/en/e/ef/Kaashmora_poster.jpg
277,Run Raja Run,2014,U/A,"Comedy, Drama            ","    A cheated police officer who has been involved in a scam by his co-officer, goes to jail. His son seeks revenge with an extremely thrilling plan along with his friend.",137,https://upload.wikimedia.org/wikipedia/en/1/1b/Run_Raja_Run_poster.jpg
278,Abhiyum Naanum,2008,U,"Comedy, Drama, Family            ","    The father of a grown daughter meets the father of a toddler at a playground and recounts the story of his own relationship with his daughter through the years, including his difficulties with accepting her marriage.",147,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Abhiyum_Naanum_film_poster.jpg/330px-Abhiyum_Naanum_film_poster.jpg
279,Eedo Rakam Aado Rakam,2016,,"Comedy, Romance            ",    What happens when the lives of two friends take an unexpected turn? A whole lot of confusion follows. Will they be able to get out of the mess? That forms the crux of the story.,129,https://upload.wikimedia.org/wikipedia/en/9/91/Eedo_Rakam_Aado_Rakam.jpg
280,Asthram,2006,U,"Action, Crime, Thriller            ","    The story of an honest and strict IPS officer who wants to bring all criminals to justice and wishes to purge the country completely of terrorism, since his family was also once a victim of a terrorist attack.",140,https://upload.wikimedia.org/wikipedia/en/0/07/Anushka%27s_Asthram_Poster.jpg
281,Ready,2008,U,"Action, Comedy            ",    A case of mistaken identity leads a college student to abduct a young woman from her wedding ceremony.,165,https://upload.wikimedia.org/wikipedia/en/7/75/Ready_telugu_2008_film_1.jpg
282,Irandam Ulagam,2013,U,"Action, Fantasy, Romance            ",    Two parallel love stories on two planets.,158,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Irandaam_Ulagam.jpg/330px-Irandaam_Ulagam.jpg
283,Sree,2005,,Action            ,"    A son gets involved in a land feud to protect his beloved, and ends up taking revenge for his father's death.",135,https://upload.wikimedia.org/wikipedia/en/7/77/Sri_%282005_film%29.jpg
284,Aadi,2002,A,"Action, Drama, Romance            ","    Aadi Keshava Reddy, a youngster, returns to his homeland after 14 years to take revenge on Nagi Reddy who killed his family.",157,https://upload.wikimedia.org/wikipedia/en/9/92/Aadi_2002_poster.jpg
285,Jhummandi Naadam,2010,,Drama            ,    Balu (Manoj Kumar Manchu) loves music very much. He wants to become a famous musician. He left his village and came to Hyderabad to fulfill his dream. He rented a house across the house of ...                See full summaryÂ Â»,145,https://upload.wikimedia.org/wikipedia/en/7/74/Jhummandi_Naadam.jpg
286,Pandurangadu,2008,UA,"Drama, Fantasy            ",    A playboy in the medieval times discovers his divinity towards Lord Krishna.,156,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Panduranga_movie_poster.jpg/330px-Panduranga_movie_poster.jpg
287,Naani,2004,,Romance            ,"    Naani is an 8 year old boy who attempts suicide, but is rescued by a scientist who changes his life completely with his invention. The boy had no clue that this will transform his life and teach him how to be a good son, lover and father.",155,https://upload.wikimedia.org/wikipedia/en/b/be/Naani_poster.jpg
288,Game,2011,UA,Thriller            ,"    A cabbie and a businessman, both in need of big money, partake in a two-hour adventure together.",130,https://upload.wikimedia.org/wikipedia/en/5/5a/Game_2011_Bollywood_Film.jpg
289,Shatamanam Bhavati,2017,U,Drama            ,    The anguish that negligent children can cause is depicted here from the parents' perspective.,129,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Sathamanam_Bhavati_poster.jpg/330px-Sathamanam_Bhavati_poster.jpg
290,Mass,2004,UA,"Action, Drama            ",    A man taking revenge on the killers of his loyal friend.,170,https://upload.wikimedia.org/wikipedia/en/d/d4/Mass_Poster_HD.jpg
291,Swamy Ra Ra,2013,UA,Crime            ,    A small time crook faces a big time challenge: he must fight to retrieve a priceless article and win the heart of his love.,120,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Swamy_Ra_Ra_poster.jpg/330px-Swamy_Ra_Ra_poster.jpg
292,Ekkadiki Pothavu Chinnavada,2016,,"Comedy, Fantasy, Romance            ","    Arjun(Nikhil) is a visual effect supervisor with a bad love failure. One fine day, he takes his friend(Vennela Kishore) for treatment as the latter is possessed by an evil spirit. There he ...                See full summaryÂ Â»",140,https://upload.wikimedia.org/wikipedia/en/4/44/Ekkadiki_Pothavu_Chinnavada.jpg
293,Amazon Obhijaan,2017,UA,"Action, Adventure            ","    Shankar, an adventurer, teams up with Anna Florian and her father to travel a thousand miles and fight off every danger to reach the mythical city of El Dorado.",140,https://upload.wikimedia.org/wikipedia/en/2/25/Official_Poster_of_Amazon_Obhijaan.jpg
294,Chi La Sow,2018,U,"Comedy, Romance            ","    While Arjun doesn't want to get married, his parents set up a blind date for him at his place. The story revolves around Arjun, how he falls for the girl he's about to meet, why and how he changed his decision to get married.",135,https://upload.wikimedia.org/wikipedia/en/a/a3/Chi_La_Sow.jpg
295,Kaathala Kaathala,1998,U,"Comedy, Drama, Romance            ","    Two friends, both with the name of Lingam, create a comedy of errors and consequent chaos with their girlfriends and their families.",142,https://upload.wikimedia.org/wikipedia/en/a/a4/Kaathala_Kaathala_poster.jpg
296,Kanchana 3,2019,UA,"Action, Comedy, Horror            ",    A young man who gets easily scared is possessed by a ghost that is seeking revenge.,164,https://upload.wikimedia.org/wikipedia/en/8/84/Kanchana_3_poster.jpg
297,Vishnu,2003,,"Action, Romance            ","    Vishnu and Vaishnavi are childhood pals. They get separated at a young age. After a gap of 15 years, Vishnu finds Vaishnavi. He does not disclose his identity and instead to win her love on...                See full summaryÂ Â»",180,https://sund-images.sunnxt.com/11278/1000x1500_db2f3a1d-eacc-4e5d-bdb9-9a098b54a4e7.jpg
298,Rakhi,2006,UA,"Action, Drama            ","    A common man after his sister death, he takes the law into his own hands and starts to kill men who harassing women.",173,https://upload.wikimedia.org/wikipedia/en/f/fb/Rakhi_2006_poster.jpg
299,Oh My Friend,2011,,Romance            ,    Age-old analysis on 'can a man and a woman be friends?',130,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Oh_My_Friend_Poster.jpg/330px-Oh_My_Friend_Poster.jpg
300,Balupu,2013,UA,"Action, Comedy            ",    Ravi (Ravi Teja) works as a collection agent of ICICI in Bangalore and leads a happy life along with his friends and his father Mohan Rao (Prakash Raj) who wishes to see Ravi married to a ...                See full summaryÂ Â»,145,https://upload.wikimedia.org/wikipedia/en/7/7a/Balupu_poster.jpg
301,Aadavari Matalaku Ardhalu Verule,2007,U,"Comedy, Drama, Romance            ","    Ganesh, an unemployed man, lands up in a company where Keerthi, the girl he loves, works but who is already engaged to someone else. Sudden incidents ruin his life and he again comes across her, but refuses to marry her.",157,https://upload.wikimedia.org/wikipedia/en/a/ab/Aadavari_Matalaku_Arthale_Verule.jpg
302,Prayanam,2009,,Romance            ,"    A boy meets a girl in an airport and falls in love with her, but he has only 2 hours to convince her.",130,https://upload.wikimedia.org/wikipedia/en/6/65/Prayanam.jpg
303,Antariksham 9000 kmph,2018,U,"Adventure, Drama, Sci-Fi            ","    When a satellite stops communicating, the Indian Space Agency need to bring an engineer out of retirement to help them fix the situation.",140,https://upload.wikimedia.org/wikipedia/en/8/87/Antariksham_9000_KMPH.jpeg
304,Konchem Ishtam Konchem Kashtam,2009,,Romance            ,    Siddhu always wears a smile on his face but he has sad past. Geeta joins his college. Both fall in love and are ready to get married. But Geeta's father refuses their love unless Siddhu tackle his Past problem.,165,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Konchem_Ishtam_Konchem_Kashtam.jpg/330px-Konchem_Ishtam_Konchem_Kashtam.jpg
305,Jamba Lakidi Pamba,1993,A,Comedy            ,    A woman living in Visakhapatnam hates male domination in society and reverses the characteristics of men and women with the help of a magical herb.,131,https://upload.wikimedia.org/wikipedia/en/f/f6/Jamba_Lakidi_Pamba.jpg
306,Kotigobba 2,2016,U,"Action, Drama, Thriller            ",    A real estate agent disguised as burglar swindles from rich and also hoodwinks the police to believe that his identical twin brother is behind the robbery.,162,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Kotigobba_2.jpg/330px-Kotigobba_2.jpg
307,Kaadhal,2004,,Romance            ,"    Aishwarya, a convent-girl from a wealthy family in the town of Madurai (Tamil Nadu) falls in love with a young motor-mechanic, Murugan whom she encounters in the street. Faced with the ...                See full summaryÂ Â»",122,https://upload.wikimedia.org/wikipedia/en/c/cf/Kaadhal_poster.jpg
308,Current Theega,2014,A,"Action, Comedy, Romance            ",    Current Theega is a Telugu Action Comedy Romance directed by G. Nageswara Reddy. The village headman Sivarama Raju (Jagapathi Babu) has three daughters and the youngest one is Kavitha. Raju...                See full summaryÂ Â»,128,https://upload.wikimedia.org/wikipedia/en/4/4c/Current_Theega_poster.jpg
309,MalliRaava,2017,U,"Drama, Romance            ","    The love story of Karthik and Anjali, whose paths cross at three different phases of their lives.",129,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Malli_Raava_Poster.jpg/330px-Malli_Raava_Poster.jpg
310,Saahasam Swaasaga Saagipo,2016,,"Action, Romance            ",    A youngster embarks on a road trip with the love of his life until an accident causes things to get out of control.,154,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Sahasam_Swasaga_Sagipo.jpg/330px-Sahasam_Swasaga_Sagipo.jpg
311,Premam,2016,UA,"Comedy, Drama, Romance            ",    Vikram falls in love with three women at different stages of his life which changes him as a person until he finally meets the love of his life.,157,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Premam_Telugu_film_poster.jpg/330px-Premam_Telugu_film_poster.jpg
312,Johnny,2003,U,"Action, Drama            ",    A martial arts coach struggles to earn money through fights in order to save his wife suffering from blood cancer.,180,https://upload.wikimedia.org/wikipedia/en/c/c2/Johnny_2003_poster.jpg
313,King,2008,,"Action, Comedy, Crime            ",    A hoodlum look-alike assumes the identity of a noble man.,131,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/King_poster.jpg/330px-King_poster.jpg
314,Endrendrum Punnagai,2013,UA,"Comedy, Romance            ","    Three best friends, Gautham, Baby and Sri, decide to stay single all their lives. But Baby and Sri get married and Gautham is left alone until Priya comes into his life.",155,https://upload.wikimedia.org/wikipedia/en/a/a8/Endrendrum_Punnagai.jpg
315,Mugamoodi,2012,,"Action, Adventure            ","    A hopeless young man uses his ""Kung-fu"" skills and mask to tackle a bank robbery group without revealing his identity.",150,https://upload.wikimedia.org/wikipedia/en/f/f8/Mugamoodi_poster.jpg
316,NTR Mahanayakudu,2019,U,"Biography, Drama            ",    A follow up to NTR: Kathanayakudu which was based on N.T. Rama Rao's life and acting career. This movie will focus on his political career.,128,https://upload.wikimedia.org/wikipedia/en/3/31/NTR_Mahanayakudu.jpg
317,PSV Garuda Vega,2017,UA,"Action, Drama            ","    A hacker tries to sell sensitive data related to a scam and an NIA officer accidentally gets involved, saving him from getting killed.",150,https://upload.wikimedia.org/wikipedia/en/c/c4/PSV_Garuda_Vega_poster.jpg
318,Kurukshetra,2019,UA,"History, War            ","    The film is loosely based on the Indian epic Mahabharata and poet Ranna's Gadhayuddha with the story centered upon Duryodhana, a Kaurava king.",185,https://upload.wikimedia.org/wikipedia/en/4/4b/Kurukshetra_2019_poster.jpg
319,Uu Kodathara Ulikki Padathara,2012,,"Action, Drama, Fantasy            ","    With the help of a young man, a ghost get its revenge for its death.",0,https://upload.wikimedia.org/wikipedia/en/d/d1/Uu_Kodathara_Ulikki_Padathara.jpg
320,Mr. Nookayya,2012,A,"Action, Comedy            ","    Nookayya (Manoj Manchu), who calls himself Nokia, is an expert cell phone thief. He has a good heart though and together with his friends Nampally (Paruchuri Venkateswara Rao) and Charger (...                See full summaryÂ Â»",140,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Mr._Nookayya.JPG/330px-Mr._Nookayya.JPG
321,Mirapakai,2011,UA,"Action, Comedy, Drama            ","    Rishi sends to Hyderabad and join in a college as a Hindi lecturer as a part of an undercover operation. He fall in love with her student Vinamra. Rishi has to extract information about Kittu from Vaishali, another student.",160,https://upload.wikimedia.org/wikipedia/en/b/b7/Mirapakay_Poster.jpg
322,Nenu Meeku Telusa...?,2008,,Thriller            ,"    Adi, a wealthy man, loses his memory in an accident, which also leaves his father dead. He is then arrested for the murder of his uncle, but he has no recollection to prove his innocence.",132,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Nenu_Meeku_Telusa.jpg/330px-Nenu_Meeku_Telusa.jpg
323,Satya 2,2013,A,"Action, Crime, Drama            ","    To build a strong underworld, a man comes to Mumbai to rectify the errors made by previous mafia leaders.",142,https://upload.wikimedia.org/wikipedia/en/e/e1/Satya_2_Poster_2013.jpg
324,Pooja,2014,UA,"Action, Drama            ","    Vasu, a moneylender, foils a planned attempt to kill a police officer by a gang. This sets the gang's leader, Thaandavam, and his goons against him who find out later that Vasu and his family need to be eradicated on more than one count.",154,https://upload.wikimedia.org/wikipedia/en/8/83/Poojai_poster.jpg
325,Naan Sigappu Manithan,2014,UA,"Action, Drama, Thriller            ",    A narcoleptic becomes a vigilante when tragedy strikes.,149,https://upload.wikimedia.org/wikipedia/en/a/aa/Naan_Sigappu_Manithan_2014_poster.jpg
326,Sakthi,2011,A,"Action, Fantasy            ","    While on a trip, a guide starts protecting the central minister's daughter from some Egyptians who want her and a holy diamond in their custody.",161,https://upload.wikimedia.org/wikipedia/en/8/88/Shakti_Movie_Poster.jpg
327,Uyyala Jampala,2013,U,"Drama, Family, Romance            ","    A romantic entertainer between a ""bava"" and a ""maradalu"" set in a contemporary coastal town.",124,https://upload.wikimedia.org/wikipedia/en/a/aa/Uyyala_Jampala_Poster.jpg
328,Khadgam,2002,UA,"Action, Crime, Drama            ","    Koti, an aspiring actor, rickshaw driver Amjad and Radha Krishna, a cop, have all been affected by terrorism. Circumstances bring them together and they decide to foil the plan of a dreaded terrorist.",142,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Khadgam_Poster.jpg/330px-Khadgam_Poster.jpg
329,Major Chandrakanth,1993,,"Action, Drama, Thriller            ",    Major Chandrakanth (NTR) is a sincere military soldier and freedom fighter who always fights for justice. He retires from the military and returns home to his family in Hyderabad. His son ...                See full synopsisÂ Â»,156,https://upload.wikimedia.org/wikipedia/en/e/ef/Major_Chandrakanth_1993_poster.jpg
330,Bachchan,2013,UA,"Action, Crime, Thriller            ",    A real estate businessman is forced to go on a vengeful crusade after the love of his life is tortured by goons.,145,https://upload.wikimedia.org/wikipedia/en/d/db/Bachchan_poster.jpg
331,Manu,2018,A,"Mystery, Romance, Thriller            ","    Photographer Neela and artist Manu share a unique association - their relationship is the only bright spot in their lives and one that gives them hope. However, destiny has other ideas.",180,https://upload.wikimedia.org/wikipedia/en/9/9f/Manu_%28film%29.jpg
332,Hyderabad Blues,1998,A,"Comedy, Drama, Romance            ","    The protagonist of Hyderabad Blues is Varun, played by the director, Nagesh Kukunoor. The movie revolves around his visit home after 12 years in the USA and his resulting culture shock.",85,https://upload.wikimedia.org/wikipedia/en/e/e4/Hyderabad_Blues.jpg
333,Bunny,2005,U,"Action, Drama            ","    Prior to his marriage, a young man asks for the property of his fiancee's father, a millionaire, to be written in his name.",139,https://upload.wikimedia.org/wikipedia/en/3/36/Bunny_Telugu_poster.jpg
334,Ragile Gundelu,1985,Unrated,Drama            ,"    After her boyfriend jilts her, a vengeful woman returns to wreak havoc in his married life.",127,https://upload.wikimedia.org/wikipedia/te/0/08/Ragile_gundelu.jpg
335,Sri Rama Rajyam,2011,,"Drama, Fantasy            ","    Lord Rama's life is one of perfect adherence to dharma (righteousness) despite harsh tests of life and time. Sri Rama Rajyam movie explains how poet Valmiki, the author of the epic Ramayana...                See full summaryÂ Â»",172,https://upload.wikimedia.org/wikipedia/en/1/1f/Sri_Rama_Rajyam.jpg
336,Varudu,2010,UA,"Action, Drama, Thriller            ",    A soon to-be married bride is abducted by a man who is obsessed with her.,150,https://upload.wikimedia.org/wikipedia/en/a/ac/Varudu_poster.jpg
337,Rakshasudu,2019,UA,"Action, Crime, Thriller            ",    A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen girls and murders them brutally.,122,https://upload.wikimedia.org/wikipedia/en/c/ce/Rakshasudu_2019_poster.jpg
338,Gharshana,2004,A,"Action, Crime, Drama            ",    A vengeful gangster targets and terrorizes an entire police unit and their families.,159,https://upload.wikimedia.org/wikipedia/en/8/80/Gharshana.jpg
339,Gaganam,2011,U,"Action, Crime, Thriller            ",    It is up to Ravi (Nagarjuna) who has to rescue a flight from Chennnai to Delhi which is hijacked by Yousuf Khan 's men.,120,https://upload.wikimedia.org/wikipedia/en/e/e3/Payanam_2011_poster.jpg
340,Amar Akbar Anthony,2018,,Action            ,    A man suffering from Dissociative Identity Disorder has to take revenge against four businessmen for the murder of his family while his past confronts him in the form of his childhood love.,153,https://upload.wikimedia.org/wikipedia/en/7/78/Amar_Akbar_Anthony_2018_poster.jpg
341,Kathakali,2016,U,"Action, Thriller            ","    An honest, simple common man is caught in a web of problems when is he accused of killing the leader of a local rowdy gang.",125,https://upload.wikimedia.org/wikipedia/en/7/7f/Kathakali_vishal.jpg
342,Krishnarjuna Yudham,2018,UA,"Action, Comedy            ",    A pair of look-a-likes hatch a plan to win over the women they love.,156,https://upload.wikimedia.org/wikipedia/en/e/ea/Krishnarjuna_Yudham_poster.jpg
343,Express Raja,2016,,"Action, Comedy, Romance            ","    After handing over his girlfriend's favorite dog to dog catchers, Raja loses his love. Now, Raja has to go on an adventurous quest to find the dog before its too late.",150,https://upload.wikimedia.org/wikipedia/en/5/53/Express_Raja_Telugu_film_Poster.jpg
344,Kuselan,2008,U,"Comedy, Drama, Family            ",    Kuselan revolves around the tale of a beautiful friendship between a popular actor and a poor barber.,165,https://upload.wikimedia.org/wikipedia/en/9/9d/Kuselan.jpg
345,Don,2007,A,"Action, Crime, Drama            ",    A poor man becomes a benevolent gangster but faces threat from an even bigger gangster.,154,https://upload.wikimedia.org/wikipedia/en/7/7c/Don_%282007_film%29_poster.jpg
346,Kantri,2008,,Action            ,"    An NRI returns to his village with his family with a mission to better the lives of the village natives. But in a sudden turn of events, the NRI is left helpless, as a fellow villager ...                See full summaryÂ Â»",166,https://upload.wikimedia.org/wikipedia/en/5/58/Kantri_poster.jpg
347,Malli Malli Idhi Rani Roju,2015,UA,"Musical, Romance            ",    Malli Malli Idi Rani Roju is a feel good love story which stays within your heart.,161,https://upload.wikimedia.org/wikipedia/en/2/2e/Malli_Malli_Idi_Rani_Roju_Movie_Poster.jpg
348,Raju Bhai,2007,,Drama            ,nan,139,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRPS8WhIixJ8VAgrm5dGeeCNprIK_Gy1dtO7mYKwORem7NycvSeEt3vL3fJ_39F0IMkLboDEg
349,Ayogya,2019,UA,"Action, Drama            ",    A corrupt police officer finds his life changing when he takes on a case of gang rape.,146,https://upload.wikimedia.org/wikipedia/en/1/19/Ayogya_%282019%29.jpg
350,Gudumba Shankar,2004,U,"Action, Comedy, Drama            ","    Shankar aka Gudumba Shankar, a petty-thief, falls in love with Gowri. When Shankar learns that Gowri and her family are harassed by powerful goon Kumaraswamy, he sets up a plot to fool kumaraswamy.",176,https://upload.wikimedia.org/wikipedia/en/3/3d/Gudumba.jpg
351,Potugadu,2013,A,"Comedy, Drama            ","    Govinda Naama Sastry (Manoj Manchu) is a young man who decides to commit suicide. He goes to a lonely spot and decides to have one last drink. At about the same time, Venkata Rathnam (...                See full synopsisÂ Â»",125,https://upload.wikimedia.org/wikipedia/en/9/93/Potugadu_poster.jpg
352,Vastadu Naa Raju,2011,,"Action, Romance            ","    Narasimha (Prakashraj) is a local goon, who resorts to murders and extortion at the behest of Home Minister Adikesavulu (Sayaji Shinde). Narasimha""s life ambition is to become an MLA and ...                See full summaryÂ Â»",135,https://upload.wikimedia.org/wikipedia/en/d/d1/Vastadu_Naa_Raju_Blu_ray_Cover_art.jpg
353,Dubai Seenu,2007,U,"Action, Comedy            ","    Seenu - Ravi Teja, is fondly called as Dubai Seenu. His sole aim in life is to fly to Dubai and earn tonnes of money. In the process, he gets hold of a broker and gets duped by him in Mumbai.",157,https://upload.wikimedia.org/wikipedia/en/c/cb/Dubai_Seenu_Film_Poster.jpg
354,Dongaata,2015,,Comedy            ,"    Dongaata is a comedy thriller starring Lakshmi Manchu and Adivi Sesh. The film marks the debut of Vamsi Krishna as a director,and the film has also been produced by Lakshmi Manchu.",140,https://upload.wikimedia.org/wikipedia/en/b/ba/Manchu_Lakshmi_Dongaata_Poster.jpg
355,Sahasam,2013,UA,"Action, Adventure            ","    Gautham Varma, an A.T.M security guard, goes on a treasure hunt for the diamonds hidden by his grandfather in the Hinglaj temple during the time of the India - Pakistan partition.",150,https://upload.wikimedia.org/wikipedia/en/2/2b/Sahasam_poster.jpg
356,Dynamite,2015,,"Action, Thriller            ",    Dynamite is the official remake of Tamil film Arima Nambi. The story revolves around the kidnapping of a girl and how the hero tries to hunt down the criminals and save her.,142,https://upload.wikimedia.org/wikipedia/en/5/5e/Dynamite_New_HD_Poster_Manchu_Vishnu_%26_Praneetha.jpg
357,Alex Pandian,2013,U,Action            ,"    A Chief Minister's daughter is kidnapped for a price. They do not need money , but their demand is worse.",135,https://upload.wikimedia.org/wikipedia/en/a/ab/Alex_Pandian_movie_poster.jpg
358,Ragada,2010,A,"Action, Comedy            ",    A local village rowdy arrives in the city to earn money by any means and participates in a brawl between two rivals that brings him to their attention.,146,https://upload.wikimedia.org/wikipedia/en/9/90/Ragada_poster.JPG
359,Run,2016,U,"Action, Comedy, Drama            ",    Siva (Madhavan) comes to Madras from a small Tamil Nadu town to study. He instantly falls in love with elusive stranger Priya (Meera Jasmine) who resists his charms quite persistently. ...                See full summaryÂ Â»,180,https://upload.wikimedia.org/wikipedia/en/e/e8/Run_telugu.jpg
360,Chalo,2018,,"Action, Comedy, Family            ","    Hari (Naga Shaurya)'s fascination is fights and disputes. He is always involved in one or the other fight just for the sake of it. In an interesting scenario, Hari is sent to a village ...                See full summaryÂ Â»",145,https://upload.wikimedia.org/wikipedia/en/8/81/Chalo_poster.jpg
361,Munna,2007,,Action            ,    Munna is a college student who targets Khakha a local gangster unaware of his father and also takes revenge on him for trafficking his own mother for money.,167,https://upload.wikimedia.org/wikipedia/en/6/6b/Munna_film_poster.jpg
362,Disco Raja,2020,UA,"Action, Sci-Fi            ","    Attacked and frozen to death, a dead man is revived by a group of doctors with the help of a technology that brings back dead people alive.",141,https://upload.wikimedia.org/wikipedia/en/4/40/Disco_Raja_poster.jpg
363,Krishna and His Leela,2020,,"Comedy, Romance            ","    Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",125,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Krishna_and_His_Leela_poster.jpg/330px-Krishna_and_His_Leela_poster.jpg
364,Yeto Vellipoyindhi Manasu,2012,,"Drama, Romance            ",    The ups and downs of a romance between Varun and Nithya from childhood to adolescence.,153,https://upload.wikimedia.org/wikipedia/en/e/ee/Yeto_Vellipoyindhi_Manasu.jpg
365,Praana,2019,UA,"Crime, Drama, Horror            ",    A young woman decides to live a life of solitary in an old mansion away from the city's hustle bustle. Little does she know that the nature surrounding her has other plans for her.,107,https://upload.wikimedia.org/wikipedia/en/e/e6/Praana_film_poster.jpg
366,Shankardada Zindabad,2007,U,Comedy            ,    Shankar Dada joins Mahatma Gandhi to fight against a property owner and works as a radio jockey to solve problems non-violently.,152,https://upload.wikimedia.org/wikipedia/en/9/9a/Shankar_Dada_Zindabad_poster.jpg
367,Padi Padi Leche Manasu,2018,U,"Drama, Romance            ","    Set in Kolkata, the romantic drama chronicles the shared destiny of a young couple as they navigate through the highs and lows of a budding relationship.",158,https://upload.wikimedia.org/wikipedia/en/d/dd/Padi_Padi_Leche_Manasu_poster.jpg
368,Punya Bhoomi Naa Desam,1994,,Action            ,"    Punya Bhoomi Naa Desam is a 1994 Indian Telugu film, Directed by A Kodandarami and Produced by Mohan Babu The film Stars Mohan Babu, Meena and Dasari Narayana Rao in lead roles. The music of the film was composed by Bappi Lahiri.",140,https://m.media-amazon.com/images/M/MV5BZDIyZmI3MWYtNTE3Ni00ODg3LWFiOTQtYjkyMGNiNjA1NmNhXkEyXkFqcGc@._V1_.jpg
